"Date","Shift","Name","Amount","Training","Sick","day_of_week","tip_month","avg_tip_shift","avg_tip_day","avg_tip_day_shift","avg_tip_month","avg_tip_month_shift"
"2022-01-08","dinner","employee B",80.09,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-09","lunch","employee B",78.64,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-09","lunch","employee E",78.64,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-09","lunch","employee J",122.32,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-09","dinner","employee B",22.79,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-09","dinner","employee E",68.38,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-09","dinner","employee Q",68.38,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-10","lunch","employee F",44.9,False,False,"Monday   ","January  ",78.38292561983471,74.33585858585859,96.26661016949153,64.64142857142858,78.853125
"2022-01-10","dinner","employee E",70.15,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-10","dinner","employee J",70.15,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-11","lunch","employee J",82.55,False,False,"Tuesday  ","January  ",78.38292561983471,61.29239583333333,84.52078431372549,64.64142857142858,78.853125
"2022-01-11","dinner","employee C",14.51,False,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-11","dinner","employee Q",21.77,False,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-12","lunch","employee Q",76.0,False,False,"Wednesday","January  ",78.38292561983471,59.93805128205128,72.47578947368422,64.64142857142858,78.853125
"2022-01-12","dinner","employee J",81.87,False,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-12","dinner","employee C",81.87,False,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-13","lunch","employee J",88.32,False,False,"Thursday ","January  ",78.38292561983471,59.89173267326733,77.2775925925926,64.64142857142858,78.853125
"2022-01-13","dinner","employee B",34.53,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-13","dinner","employee E",19.73,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-13","dinner","employee J",44.4,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-14","lunch","employee Q",106.33,False,False,"Friday   ","January  ",78.38292561983471,69.39451754385965,70.7416,64.64142857142858,78.853125
"2022-01-14","dinner","employee B",70.01,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-14","dinner","employee Q",70.01,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-14","dinner","employee F",70.01,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-15","lunch","employee Q",156.96,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-15","lunch","employee B",112.11,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-15","dinner","employee F",45.65,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-15","dinner","employee B",16.6,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-15","dinner","employee Q",16.6,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-15","dinner","employee C",24.9,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-16","lunch","employee J",76.56,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-16","lunch","employee F",63.8,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-16","lunch","employee B",63.8,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-16","dinner","employee B",110.72,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-16","dinner","employee F",110.72,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-17","lunch","employee F",90.36,False,False,"Monday   ","January  ",78.38292561983471,74.33585858585859,96.26661016949153,64.64142857142858,78.853125
"2022-01-17","lunch","employee C",129.08,False,False,"Monday   ","January  ",78.38292561983471,74.33585858585859,96.26661016949153,64.64142857142858,78.853125
"2022-01-17","dinner","employee C",86.53,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-17","dinner","employee J",86.53,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-18","lunch","employee Q",52.83,False,False,"Tuesday  ","January  ",78.38292561983471,61.29239583333333,84.52078431372549,64.64142857142858,78.853125
"2022-01-18","dinner","employee C",9.97,False,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-18","dinner","employee K",0.0,True,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-18","dinner","employee Q",29.92,False,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-19","lunch","employee J",86.96,False,False,"Wednesday","January  ",78.38292561983471,59.93805128205128,72.47578947368422,64.64142857142858,78.853125
"2022-01-19","dinner","employee J",91.9,False,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-19","dinner","employee E",61.27,False,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-20","lunch","employee Q",64.54,False,False,"Thursday ","January  ",78.38292561983471,59.89173267326733,77.2775925925926,64.64142857142858,78.853125
"2022-01-20","lunch","employee D",0.0,True,False,"Thursday ","January  ",78.38292561983471,59.89173267326733,77.2775925925926,64.64142857142858,78.853125
"2022-01-20","dinner","employee E",41.13,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-20","dinner","employee Q",74.04,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-21","lunch","employee Q",45.19,False,False,"Friday   ","January  ",78.38292561983471,69.39451754385965,70.7416,64.64142857142858,78.853125
"2022-01-21","lunch","employee D",0.0,True,False,"Friday   ","January  ",78.38292561983471,69.39451754385965,70.7416,64.64142857142858,78.853125
"2022-01-21","dinner","employee Q",84.74,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-21","dinner","employee K",0.0,True,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-21","dinner","employee B",75.32,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-22","lunch","employee Q",65.56,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-22","lunch","employee B",50.45,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-22","lunch","employee K",50.45,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-22","dinner","employee B",118.85,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-22","dinner","employee J",79.23,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-22","dinner","employee E",118.85,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-23","lunch","employee D",114.46,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-23","lunch","employee J",114.46,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-24","lunch","employee Q",89.89,False,False,"Monday   ","January  ",78.38292561983471,74.33585858585859,96.26661016949153,64.64142857142858,78.853125
"2022-01-24","dinner","employee D",56.81,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-24","dinner","employee E",21.31,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-24","dinner","employee Q",63.91,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-25","lunch","employee J",39.57,False,False,"Tuesday  ","January  ",78.38292561983471,61.29239583333333,84.52078431372549,64.64142857142858,78.853125
"2022-01-25","dinner","employee I",0.0,True,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-25","dinner","employee C",34.74,False,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-25","dinner","employee Q",56.85,False,False,"Tuesday  ","January  ",57.935802348336594,61.29239583333333,52.89063829787234,64.64142857142858,55.89576923076923
"2022-01-26","lunch","employee J",56.71,False,False,"Wednesday","January  ",78.38292561983471,59.93805128205128,72.47578947368422,64.64142857142858,78.853125
"2022-01-26","dinner","employee J",75.14,False,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-26","dinner","employee I",0.0,True,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-26","dinner","employee C",58.44,False,False,"Wednesday","January  ",57.935802348336594,59.93805128205128,54.75942028985507,64.64142857142858,55.89576923076923
"2022-01-27","lunch","employee J",103.68,False,False,"Thursday ","January  ",78.38292561983471,59.89173267326733,77.2775925925926,64.64142857142858,78.853125
"2022-01-27","dinner","employee D",44.91,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-27","dinner","employee E",35.28,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-27","dinner","employee Q",57.74,False,False,"Thursday ","January  ",57.935802348336594,59.89173267326733,53.54824324324324,64.64142857142858,55.89576923076923
"2022-01-28","lunch","employee Q",66.25,False,False,"Friday   ","January  ",78.38292561983471,69.39451754385965,70.7416,64.64142857142858,78.853125
"2022-01-28","dinner","employee E",46.37,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-28","dinner","employee J",59.63,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-28","dinner","employee B",59.63,False,False,"Friday   ","January  ",57.935802348336594,69.39451754385965,68.73418300653594,64.64142857142858,55.89576923076923
"2022-01-29","lunch","employee Q",133.81,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-29","lunch","employee B",102.95,False,False,"Saturday ","January  ",78.38292561983471,68.54771523178808,80.25486301369862,64.64142857142858,78.853125
"2022-01-29","dinner","employee B",50.87,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-29","dinner","employee J",58.14,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-29","dinner","employee K",65.4,False,False,"Saturday ","January  ",57.935802348336594,68.54771523178808,57.59102564102564,64.64142857142858,55.89576923076923
"2022-01-30","lunch","employee J",33.92,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-30","lunch","employee B",22.61,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-30","lunch","employee K",62.19,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-30","lunch","employee Q",33.92,False,False,"Sunday   ","January  ",78.38292561983471,63.98712903225807,74.2603680981595,64.64142857142858,78.853125
"2022-01-30","dinner","employee J",13.12,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-30","dinner","employee B",59.04,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-30","dinner","employee E",13.12,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-30","dinner","employee D",59.04,False,False,"Sunday   ","January  ",57.935802348336594,63.98712903225807,52.59571428571429,64.64142857142858,55.89576923076923
"2022-01-31","lunch","employee J",76.58,False,False,"Monday   ","January  ",78.38292561983471,74.33585858585859,96.26661016949153,64.64142857142858,78.853125
"2022-01-31","dinner","employee J",24.52,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-31","dinner","employee I",19.07,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-01-31","dinner","employee K",19.07,False,False,"Monday   ","January  ",57.935802348336594,74.33585858585859,65.02712230215828,64.64142857142858,55.89576923076923
"2022-02-01","lunch","employee J",110.14,False,False,"Tuesday  ","February ",78.38292561983471,61.29239583333333,84.52078431372549,60.02860294117647,71.5025
"2022-02-01","dinner","employee I",17.46,False,False,"Tuesday  ","February ",57.935802348336594,61.29239583333333,52.89063829787234,60.02860294117647,52.925714285714285
"2022-02-01","dinner","employee C",26.2,False,False,"Tuesday  ","February ",57.935802348336594,61.29239583333333,52.89063829787234,60.02860294117647,52.925714285714285
"2022-02-01","dinner","employee Q",31.44,False,False,"Tuesday  ","February ",57.935802348336594,61.29239583333333,52.89063829787234,60.02860294117647,52.925714285714285
"2022-02-02","lunch","employee Q",75.68,False,False,"Wednesday","February ",78.38292561983471,59.93805128205128,72.47578947368422,60.02860294117647,71.5025
"2022-02-02","dinner","employee I",72.2,False,False,"Wednesday","February ",57.935802348336594,59.93805128205128,54.75942028985507,60.02860294117647,52.925714285714285
"2022-02-02","dinner","employee Q",92.83,False,False,"Wednesday","February ",57.935802348336594,59.93805128205128,54.75942028985507,60.02860294117647,52.925714285714285
"2022-02-02","dinner","employee C",67.05,False,False,"Wednesday","February ",57.935802348336594,59.93805128205128,54.75942028985507,60.02860294117647,52.925714285714285
"2022-02-03","lunch","employee J",87.0,False,False,"Thursday ","February ",78.38292561983471,59.89173267326733,77.2775925925926,60.02860294117647,71.5025
"2022-02-03","dinner","employee J",48.08,False,False,"Thursday ","February ",57.935802348336594,59.89173267326733,53.54824324324324,60.02860294117647,52.925714285714285
"2022-02-03","dinner","employee E",26.71,False,False,"Thursday ","February ",57.935802348336594,59.89173267326733,53.54824324324324,60.02860294117647,52.925714285714285
"2022-02-03","dinner","employee K",42.74,False,False,"Thursday ","February ",57.935802348336594,59.89173267326733,53.54824324324324,60.02860294117647,52.925714285714285
"2022-02-04","lunch","employee Q",69.51,False,False,"Friday   ","February ",78.38292561983471,69.39451754385965,70.7416,60.02860294117647,71.5025
"2022-02-04","lunch","employee K",69.51,False,False,"Friday   ","February ",78.38292561983471,69.39451754385965,70.7416,60.02860294117647,71.5025
"2022-02-04","dinner","employee Q",75.49,False,False,"Friday   ","February ",57.935802348336594,69.39451754385965,68.73418300653594,60.02860294117647,52.925714285714285
"2022-02-04","dinner","employee K",67.09,False,False,"Friday   ","February ",57.935802348336594,69.39451754385965,68.73418300653594,60.02860294117647,52.925714285714285
"2022-02-04","dinner","employee B",67.09,False,False,"Friday   ","February ",57.935802348336594,69.39451754385965,68.73418300653594,60.02860294117647,52.925714285714285
"2022-02-05","lunch","employee E",48.48,False,False,"Saturday ","February ",78.38292561983471,68.54771523178808,80.25486301369862,60.02860294117647,71.5025
"2022-02-05","lunch","employee Q",48.48,False,False,"Saturday ","February ",78.38292561983471,68.54771523178808,80.25486301369862,60.02860294117647,71.5025
"2022-02-05","lunch","employee B",63.02,False,False,"Saturday ","February ",78.38292561983471,68.54771523178808,80.25486301369862,60.02860294117647,71.5025
"2022-02-05","dinner","employee E",34.39,False,False,"Saturday ","February ",57.935802348336594,68.54771523178808,57.59102564102564,60.02860294117647,52.925714285714285
"2022-02-05","dinner","employee Q",61.91,False,False,"Saturday ","February ",57.935802348336594,68.54771523178808,57.59102564102564,60.02860294117647,52.925714285714285
"2022-02-05","dinner","employee K",55.03,False,False,"Saturday ","February ",57.935802348336594,68.54771523178808,57.59102564102564,60.02860294117647,52.925714285714285
"2022-02-06","lunch","employee K",60.08,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
"2022-02-06","lunch","employee E",75.1,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
"2022-02-06","lunch","employee B",75.1,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
"2022-02-06","lunch","employee Q",26.24,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
"2022-02-06","dinner","employee I",41.43,False,False,"Sunday   ","February ",57.935802348336594,63.98712903225807,52.59571428571429,60.02860294117647,52.925714285714285
"2022-02-06","dinner","employee B",53.24,False,False,"Sunday   ","February ",57.935802348336594,63.98712903225807,52.59571428571429,60.02860294117647,52.925714285714285
"2022-02-06","dinner","employee E",53.24,False,False,"Sunday   ","February ",57.935802348336594,63.98712903225807,52.59571428571429,60.02860294117647,52.925714285714285
"2022-02-07","lunch","employee J",116.36,False,False,"Monday   ","February ",78.38292561983471,74.33585858585859,96.26661016949153,60.02860294117647,71.5025
"2022-02-07","dinner","employee I",20.01,False,False,"Monday   ","February ",57.935802348336594,74.33585858585859,65.02712230215828,60.02860294117647,52.925714285714285
"2022-02-07","dinner","employee K",35.01,False,False,"Monday   ","February ",57.935802348336594,74.33585858585859,65.02712230215828,60.02860294117647,52.925714285714285
"2022-02-07","dinner","employee J",45.02,False,False,"Monday   ","February ",57.935802348336594,74.33585858585859,65.02712230215828,60.02860294117647,52.925714285714285
"2022-02-08","lunch","employee J",69.26,False,False,"Tuesday  ","February ",78.38292561983471,61.29239583333333,84.52078431372549,60.02860294117647,71.5025
"2022-02-08","dinner","employee J",62.22,False,False,"Tuesday  ","February ",57.935802348336594,61.29239583333333,52.89063829787234,60.02860294117647,52.925714285714285
"2022-02-08","dinner","employee C",48.39,False,False,"Tuesday  ","February ",57.935802348336594,61.29239583333333,52.89063829787234,60.02860294117647,52.925714285714285
"2022-02-08","dinner","employee I",41.48,False,False,"Tuesday  ","February ",57.935802348336594,61.29239583333333,52.89063829787234,60.02860294117647,52.925714285714285
"2022-02-09","lunch","employee Q",44.33,False,False,"Wednesday","February ",78.38292561983471,59.93805128205128,72.47578947368422,60.02860294117647,71.5025
"2022-02-09","dinner","employee I",41.41,False,False,"Wednesday","February ",57.935802348336594,59.93805128205128,54.75942028985507,60.02860294117647,52.925714285714285
"2022-02-09","dinner","employee Q",62.1,False,False,"Wednesday","February ",57.935802348336594,59.93805128205128,54.75942028985507,60.02860294117647,52.925714285714285
"2022-02-09","dinner","employee C",55.2,False,False,"Wednesday","February ",57.935802348336594,59.93805128205128,54.75942028985507,60.02860294117647,52.925714285714285
"2022-02-10","lunch","employee J",78.67,False,False,"Thursday ","February ",78.38292561983471,59.89173267326733,77.2775925925926,60.02860294117647,71.5025
"2022-02-10","dinner","employee I",48.0,False,False,"Thursday ","February ",57.935802348336594,59.89173267326733,53.54824324324324,60.02860294117647,52.925714285714285
"2022-02-10","dinner","employee K",40.01,False,False,"Thursday ","February ",57.935802348336594,59.89173267326733,53.54824324324324,60.02860294117647,52.925714285714285
"2022-02-10","dinner","employee Q",72.0,False,False,"Thursday ","February ",57.935802348336594,59.89173267326733,53.54824324324324,60.02860294117647,52.925714285714285
"2022-02-11","lunch","employee Q",33.43,False,False,"Friday   ","February ",78.38292561983471,69.39451754385965,70.7416,60.02860294117647,71.5025
"2022-02-11","lunch","employee K",30.08,False,False,"Friday   ","February ",78.38292561983471,69.39451754385965,70.7416,60.02860294117647,71.5025
"2022-02-11","dinner","employee J",98.6,False,False,"Friday   ","February ",57.935802348336594,69.39451754385965,68.73418300653594,60.02860294117647,52.925714285714285
"2022-02-11","dinner","employee B",98.6,False,False,"Friday   ","February ",57.935802348336594,69.39451754385965,68.73418300653594,60.02860294117647,52.925714285714285
"2022-02-11","dinner","employee K",87.64,False,False,"Friday   ","February ",57.935802348336594,69.39451754385965,68.73418300653594,60.02860294117647,52.925714285714285
"2022-02-12","lunch","employee C",53.84,False,False,"Saturday ","February ",78.38292561983471,68.54771523178808,80.25486301369862,60.02860294117647,71.5025
"2022-02-12","lunch","employee K",107.8,False,False,"Saturday ","February ",78.38292561983471,68.54771523178808,80.25486301369862,60.02860294117647,71.5025
"2022-02-12","lunch","employee B",150.92,False,False,"Saturday ","February ",78.38292561983471,68.54771523178808,80.25486301369862,60.02860294117647,71.5025
"2022-02-12","dinner","employee J",99.81,False,False,"Saturday ","February ",57.935802348336594,68.54771523178808,57.59102564102564,60.02860294117647,52.925714285714285
"2022-02-12","dinner","employee K",66.53,False,False,"Saturday ","February ",57.935802348336594,68.54771523178808,57.59102564102564,60.02860294117647,52.925714285714285
"2022-02-12","dinner","employee E",99.81,False,False,"Saturday ","February ",57.935802348336594,68.54771523178808,57.59102564102564,60.02860294117647,52.925714285714285
"2022-02-13","lunch","employee Q",81.6,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
"2022-02-13","lunch","employee B",102.0,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
"2022-02-13","lunch","employee K",76.5,False,False,"Sunday   ","February ",78.38292561983471,63.98712903225807,74.2603680981595,60.02860294117647,71.5025
